#,No.,Name,Laps,Lead,Lap Tm,Spd,Elapsed Tm,Passing Tm,Hits,Strength,Noise,Photocell Time,Transponder,Backup Tx,Backup Passing Tm,Class
1,,Green Flag,,,,,0,10:01:56.779,,,,,,,,
1294,13,Daniel Fenn 13,95,95,3:01.297,"49,6",4:42:05.997,14:44:02.776,38,166,57,,RS-44911,0,,M
1295,35,Maarten Sijbrandij 35,73,95,3:44.227,"40,1",4:42:12.794,14:44:09.573,48,184,48,,FX-12737,0,,M
1296,31,Peter Haan 31,29,95,3:30.883,"42,7",4:42:17.381,14:44:14.160,21,170,48,,SW-67991,0,,M
1297,7,Swannette Tempelman 7,75,95,4:18.662,"34,8",4:42:40.814,14:44:37.593,54,174,47,,HL-85304,0,,F
1298,12,Nici Walde 12,94,95,3:19.257,"45,2",4:43:04.003,14:45:00.782,65,138,48,,RS-39204,0,,F
1299,24,Peter Coppens 24,73,95,3:32.942,"42,3",4:43:11.041,14:45:07.820,37,123,47,,FL-79890,0,,M
1300,16,Harry Lieben 16,26,95,3:27.796,"43,3",4:43:20.617,14:45:17.396,39,128,42,,SP-58826,0,,M
1301,6,Bernhard Böhler 6,74,95,3:43.634,"40,2",4:43:26.445,14:45:23.224,34,213,45,,TH-71610,0,,M
1302,1,Christian Winkgen 1,82,95,4:06.124,"36,6",4:43:35.786,14:45:32.565,35,154,42,,FR-20127,0,,M
1303,46,Xander Niezing 46,30,95,3:20.360,"44,9",4:43:43.494,14:45:40.273,39,127,41,,CV-94540,0,,M
1304,22,Reinis Avens 22,18,95,3:50.418,"39,1",4:43:57.274,14:45:54.053,53,144,34,,TN-05564,0,,M
1305,25,Ulrich Bentlage 25,25,95,6:23.671,"23,5",4:43:58.192,14:45:54.971,59,158,34,,TS-92224,0,,M
1306,41,Hanno Habighorst 41,88,95,3:35.011,"41,9",4:44:15.419,14:46:12.198,42,104,37,,FL-67553,0,,M
1307,3,Peter Welk 3,25,95,4:14.556,"35,4",4:44:25.940,14:46:22.719,50,139,40,,RG-24042,0,,M
1308,11,Piet Kaagman 11,34,95,3:08.414,"47,8",4:44:29.589,14:46:26.368,35,176,41,,TT-76200,0,,M
1309,30,Bo Gustavsson 30,84,95,3:33.217,"42,2",4:44:55.956,14:46:52.735,47,119,29,,CK-85561,0,,M
1310,28,Ymte Sijbrandij 28,93,95,3:17.742,"45,5",4:45:00.733,14:46:57.512,45,148,31,,FL-59825,0,,M
1311,15,Alexander Lechtenberg 15,17,95,5:47.414,"25,9",4:45:02.710,14:46:59.489,49,134,31,,FL-68490,0,,M
1312,13,Daniel Fenn 13,96,96,2:58.615,"50,4",4:45:04.612,14:47:01.391,44,165,31,,RS-44911,0,,M
1313,40,Alexander Kamminga 40,66,96,4:07.583,"36,4",4:45:05.198,14:47:01.977,46,144,34,,SW-51561,0,,M
1314,31,Peter Haan 31,30,96,3:29.204,43,4:45:46.585,14:47:43.364,24,163,36,,SW-67991,0,,M
1315,35,Maarten Sijbrandij 35,74,96,3:46.840,"39,7",4:45:59.634,14:47:56.413,49,186,34,,FX-12737,0,,M
1316,21,Vladimir 21,24,96,4:26.343,"33,8",4:46:15.384,14:48:12.163,54,148,36,,TK-75384,0,,M
1317,12,Nici Walde 12,95,96,3:26.378,"43,6",4:46:30.381,14:48:27.160,46,125,31,,RS-39204,0,,F
1318,24,Peter Coppens 24,74,96,3:32.918,"42,3",4:46:43.959,14:48:40.738,40,124,36,,FL-79890,0,,M
1319,6,Bernhard Böhler 6,75,96,3:28.518,"43,2",4:46:54.963,14:48:51.742,33,219,36,,TH-71610,0,,M
1320,7,Swannette Tempelman 7,76,96,4:24.210,"34,1",4:47:05.024,14:49:01.803,56,173,37,,HL-85304,0,,F
1321,46,Xander Niezing 46,31,96,3:23.373,"44,3",4:47:06.867,14:49:03.646,36,126,36,,CV-94540,0,,M
1322,14,Kerstin Lechtenberg 14,18,96,6:01.078,"24,9",4:47:12.653,14:49:09.432,60,138,35,,TW-27175,0,,F
1323,8,Otmar Buchert 8,18,96,5:50.544,"25,7",4:47:32.335,14:49:29.114,52,146,30,,RR-17418,0,,M
1324,11,Piet Kaagman 11,35,96,3:09.104,"47,6",4:47:38.693,14:49:35.472,43,175,26,,TT-76200,0,,M
1325,41,Hanno Habighorst 41,89,96,3:27.121,"43,5",4:47:42.540,14:49:39.319,51,105,27,,FL-67553,0,,M
1326,1,Christian Winkgen 1,83,96,4:09.577,"36,1",4:47:45.363,14:49:42.142,36,159,27,,FR-20127,0,,M
1327,22,Reinis Avens 22,19,96,3:56.815,38,4:47:54.089,14:49:50.868,52,143,31,,TN-05564,0,,M
1328,13,Daniel Fenn 13,97,97,2:55.156,"51,4",4:47:59.768,14:49:56.547,42,166,34,,RS-44911,0,,M
1329,25,Ulrich Bentlage 25,26,97,4:07.967,"36,3",4:48:06.159,14:50:02.938,54,152,35,,TS-92224,0,,M
1330,28,Ymte Sijbrandij 28,94,97,3:19.364,"45,1",4:48:20.097,14:50:16.876,46,149,33,,FL-59825,0,,M
1331,30,Bo Gustavsson 30,85,97,3:32.536,"42,3",4:48:28.492,14:50:25.271,51,119,33,,CK-85561,0,,M
1332,3,Peter Welk 3,26,97,4:18.162,"34,9",4:48:44.102,14:50:40.881,51,139,37,,RG-24042,0,,M
1333,31,Peter Haan 31,31,97,3:25.240,"43,9",4:49:11.825,14:51:08.604,23,166,29,,SW-67991,0,,M
1334,40,Alexander Kamminga 40,67,97,4:09.438,"36,1",4:49:14.636,14:51:11.415,44,144,30,,SW-51561,0,,M
1335,12,Nici Walde 12,96,97,3:10.928,"47,1",4:49:41.309,14:51:38.088,45,124,33,,RS-39204,0,,F
1336,35,Maarten Sijbrandij 35,75,97,3:49.067,"39,3",4:49:48.701,14:51:45.480,49,184,30,,FX-12737,0,,M
1337,24,Peter Coppens 24,75,97,3:34.525,42,4:50:18.484,14:52:15.263,41,124,26,,FL-79890,0,,M
1338,46,Xander Niezing 46,32,97,3:20.860,"44,8",4:50:27.727,14:52:24.506,36,126,28,,CV-94540,0,,M
1339,6,Bernhard Böhler 6,76,97,3:34.876,"41,9",4:50:29.839,14:52:26.618,36,217,28,,TH-71610,0,,M
1340,15,Alexander Lechtenberg 15,18,97,5:27.359,"27,5",4:50:30.069,14:52:26.848,53,132,28,,FL-68490,0,,M
1341,21,Vladimir 21,25,97,4:29.992,"33,3",4:50:45.376,14:52:42.155,58,151,32,,TK-75384,0,,M
1342,11,Piet Kaagman 11,36,97,3:08.130,"47,8",4:50:46.823,14:52:43.602,33,171,32,,TT-76200,0,,M
1343,13,Daniel Fenn 13,98,98,2:57.002,"50,8",4:50:56.770,14:52:53.549,44,167,31,,RS-44911,0,,M
1344,41,Hanno Habighorst 41,90,98,3:32.191,"42,4",4:51:14.731,14:53:11.510,53,106,32,,FL-67553,0,,M
1345,7,Swannette Tempelman 7,77,98,4:24.311,"34,1",4:51:29.335,14:53:26.114,57,173,29,,HL-85304,0,,F
1346,28,Ymte Sijbrandij 28,95,98,3:20.886,"44,8",4:51:40.983,14:53:37.762,48,147,26,,FL-59825,0,,M
1347,1,Christian Winkgen 1,84,98,4:08.886,"36,2",4:51:54.249,14:53:51.028,35,157,30,,FR-20127,0,,M
1348,22,Reinis Avens 22,20,98,4:02.296,"37,1",4:51:56.385,14:53:53.164,54,144,30,,TN-05564,0,,M
1349,30,Bo Gustavsson 30,86,98,3:34.396,42,4:52:02.888,14:53:59.667,51,119,31,,CK-85561,0,,M
1350,25,Ulrich Bentlage 25,27,98,4:05.689,"36,6",4:52:11.848,14:54:08.627,51,151,29,,TS-92224,0,,M
1351,31,Peter Haan 31,32,98,3:28.042,"43,3",4:52:39.867,14:54:36.646,25,164,28,,SW-67991,0,,M
1352,12,Nici Walde 12,97,98,3:15.997,"45,9",4:52:57.306,14:54:54.085,47,125,36,,RS-39204,0,,F
1353,3,Peter Welk 3,27,98,4:19.440,"34,7",4:53:03.542,14:55:00.321,54,140,37,,RG-24042,0,,M
1354,14,Kerstin Lechtenberg 14,19,98,6:10.583,"24,3",4:53:23.236,14:55:20.015,58,137,31,,TW-27175,0,,F
1355,8,Otmar Buchert 8,19,98,5:54.645,"25,4",4:53:26.980,14:55:23.759,51,154,31,,RR-17418,0,,M
1356,40,Alexander Kamminga 40,68,98,4:14.208,"35,4",4:53:28.844,14:55:25.623,47,146,31,,SW-51561,0,,M
1357,35,Maarten Sijbrandij 35,76,98,3:46.010,"39,8",4:53:34.711,14:55:31.490,47,188,32,,FX-12737,0,,M
1358,46,Xander Niezing 46,33,98,3:24.182,"44,1",4:53:51.909,14:55:48.688,37,127,25,,CV-94540,0,,M
1359,11,Piet Kaagman 11,37,98,3:07.611,48,4:53:54.434,14:55:51.213,31,172,25,,TT-76200,0,,M
1360,13,Daniel Fenn 13,99,99,2:57.703,"50,6",4:53:54.473,14:55:51.252,45,173,25,,RS-44911,0,,M
1361,24,Peter Coppens 24,76,99,3:36.634,"41,5",4:53:55.118,14:55:51.897,38,123,25,,FL-79890,0,,M
1362,6,Bernhard Böhler 6,77,99,3:42.754,"40,4",4:54:12.593,14:56:09.372,40,225,33,,TH-71610,0,,M
1363,41,Hanno Habighorst 41,91,99,3:36.014,"41,7",4:54:50.745,14:56:47.524,47,103,44,,FL-67553,0,,M
1364,28,Ymte Sijbrandij 28,96,99,3:21.124,"44,7",4:55:02.107,14:56:58.886,46,147,42,,FL-59825,0,,M
1365,32,Heinz Bentlage 32,17,99,49:35.154,3,4:55:13.248,14:57:10.027,110,180,38,,LS-77829,0,,M
1366,30,Bo Gustavsson 30,87,99,3:23.987,"44,1",4:55:26.875,14:57:23.654,40,119,38,,CK-85561,0,,M
1367,21,Vladimir 21,26,99,4:44.947,"31,6",4:55:30.323,14:57:27.102,56,152,38,,TK-75384,0,,M
1368,15,Alexander Lechtenberg 15,19,99,5:24.817,"27,7",4:55:54.886,14:57:51.665,47,122,33,,FL-68490,0,,M
1369,7,Swannette Tempelman 7,78,99,4:29.261,"33,4",4:55:58.596,14:57:55.375,56,173,34,,HL-85304,0,,F
1370,1,Christian Winkgen 1,85,99,4:07.725,"36,3",4:56:01.974,14:57:58.753,35,162,33,,FR-20127,0,,M
1371,31,Peter Haan 31,33,99,3:27.030,"43,5",4:56:06.897,14:58:03.676,31,174,31,,SW-67991,0,,M
1372,12,Nici Walde 12,98,99,3:11.434,47,4:56:08.740,14:58:05.519,47,124,31,,RS-39204,0,,F
1373,25,Ulrich Bentlage 25,28,99,4:10.581,"35,9",4:56:22.429,14:58:19.208,54,154,31,,TS-92224,0,,M
1374,13,Daniel Fenn 13,100,100,2:57.560,"50,7",4:56:52.033,14:58:48.812,43,166,32,,RS-44911,0,,M
1375,11,Piet Kaagman 11,38,100,3:10.066,"47,4",4:57:04.500,14:59:01.279,37,172,38,,TT-76200,0,,M
1376,35,Maarten Sijbrandij 35,77,100,3:42.594,"40,4",4:57:17.305,14:59:14.084,50,184,29,,FX-12737,0,,M
1377,3,Peter Welk 3,28,100,4:17.702,"34,9",4:57:21.244,14:59:18.023,53,139,27,,RG-24042,0,,M
1378,46,Xander Niezing 46,34,100,3:31.558,"42,5",4:57:23.467,14:59:20.246,42,127,26,,CV-94540,0,,M
1379,24,Peter Coppens 24,77,100,3:31.265,"42,6",4:57:26.383,14:59:23.162,40,123,26,,FL-79890,0,,M
1380,40,Alexander Kamminga 40,69,100,4:06.587,"36,5",4:57:35.431,14:59:32.210,50,146,28,,SW-51561,0,,M
1381,6,Bernhard Böhler 6,78,100,3:39.534,41,4:57:52.127,14:59:48.906,36,219,40,,TH-71610,0,,M
1382,28,Ymte Sijbrandij 28,97,100,3:24.493,44,4:58:26.600,15:00:23.379,45,148,32,,FL-59825,0,,M
1383,41,Hanno Habighorst 41,92,100,3:37.886,"41,3",4:58:28.631,15:00:25.410,48,104,33,,FL-67553,0,,M
1384,30,Bo Gustavsson 30,88,100,3:25.290,"43,8",4:58:52.165,15:00:48.944,49,119,33,,CK-85561,0,,M
1385,12,Nici Walde 12,99,100,3:06.877,"48,2",4:59:15.617,15:01:12.396,47,123,33,,RS-39204,0,,F
1386,8,Otmar Buchert 8,20,100,5:52.204,"25,6",4:59:19.184,15:01:15.963,51,152,26,,RR-17418,0,,M
1387,31,Peter Haan 31,34,100,3:21.028,"44,8",4:59:27.925,15:01:24.704,23,168,26,,SW-67991,0,,M
1388,32,Heinz Bentlage 32,18,100,4:18.077,"34,9",4:59:31.325,15:01:28.104,54,163,26,,LS-77829,0,,M
1389,14,Kerstin Lechtenberg 14,20,100,6:29.431,"23,1",4:59:52.667,15:01:49.446,60,138,25,,TW-27175,0,,F
1390,13,Daniel Fenn 13,101,101,3:01.238,"49,7",4:59:53.271,15:01:50.050,45,166,25,,RS-44911,0,,M
1391,21,Vladimir 21,27,101,4:33.380,"32,9",5:00:03.703,15:02:00.482,59,153,26,,TK-75384,0,,M
1392,1,Christian Winkgen 1,86,101,4:05.608,"36,6",5:00:07.582,15:02:04.361,36,160,26,,FR-20127,0,,M
1393,11,Piet Kaagman 11,39,101,3:11.255,"47,1",5:00:15.755,15:02:12.534,42,173,31,,TT-76200,0,,M
1394,7,Swannette Tempelman 7,79,101,4:23.816,"34,1",5:00:22.412,15:02:19.191,58,173,31,,HL-85304,0,,F
1395,25,Ulrich Bentlage 25,29,101,4:10.616,"35,9",5:00:33.045,15:02:29.824,53,153,28,,TS-92224,0,,M
1396,24,Peter Coppens 24,78,101,3:31.737,"42,5",5:00:58.120,15:02:54.899,39,123,28,,FL-79890,0,,M
1397,46,Xander Niezing 46,35,101,3:45.317,"39,9",5:01:08.784,15:03:05.563,41,124,28,,CV-94540,0,,M
1398,35,Maarten Sijbrandij 35,78,101,3:56.249,"38,1",5:01:13.554,15:03:10.333,49,184,26,,FX-12737,0,,M
1399,15,Alexander Lechtenberg 15,20,101,5:26.984,"27,5",5:01:21.870,15:03:18.649,47,136,32,,FL-68490,0,,M
1400,6,Bernhard Böhler 6,79,101,3:29.845,"42,9",5:01:21.972,15:03:18.751,29,203,32,,TH-71610,0,,M
1401,40,Alexander Kamminga 40,70,101,3:58.986,"37,7",5:01:34.417,15:03:31.196,45,144,33,,SW-51561,0,,M
1402,3,Peter Welk 3,29,101,4:15.471,"35,2",5:01:36.715,15:03:33.494,47,140,34,,RG-24042,0,,M
1403,28,Ymte Sijbrandij 28,98,101,3:27.035,"43,5",5:01:53.635,15:03:50.414,47,147,35,,FL-59825,0,,M
1404,12,Nici Walde 12,100,101,3:11.713,"46,9",5:02:27.330,15:04:24.109,47,127,28,,RS-39204,0,,F
1405,30,Bo Gustavsson 30,89,101,3:35.741,"41,7",5:02:27.906,15:04:24.685,53,119,28,,CK-85561,0,,M
1406,31,Peter Haan 31,35,101,3:23.882,"44,1",5:02:51.807,15:04:48.586,24,163,28,,SW-67991,0,,M
1407,13,Daniel Fenn 13,102,102,3:02.937,"49,2",5:02:56.208,15:04:52.987,44,164,28,,RS-44911,0,,M
1408,11,Piet Kaagman 11,40,102,3:13.642,"46,5",5:03:29.397,15:05:26.176,40,172,28,,TT-76200,0,,M
1409,32,Heinz Bentlage 32,19,102,3:58.809,"37,7",5:03:30.134,15:05:26.913,52,163,28,,LS-77829,0,,M
1410,41,Hanno Habighorst 41,93,102,5:16.343,"28,5",5:03:44.974,15:05:41.753,44,102,26,,FL-67553,0,,M
1411,1,Christian Winkgen 1,87,102,4:06.795,"36,5",5:04:14.377,15:06:11.156,40,159,28,,FR-20127,0,,M
1412,24,Peter Coppens 24,79,102,3:34.053,42,5:04:32.173,15:06:28.952,47,126,25,,FL-79890,0,,M
1413,21,Vladimir 21,28,102,4:31.132,"33,2",5:04:34.835,15:06:31.614,58,149,25,,TK-75384,0,,M
1414,25,Ulrich Bentlage 25,30,102,4:09.051,"36,1",5:04:42.096,15:06:38.875,56,155,25,,TS-92224,0,,M
1415,6,Bernhard Böhler 6,80,102,3:20.617,"44,9",5:04:42.589,15:06:39.368,31,207,25,,TH-71610,0,,M
1416,7,Swannette Tempelman 7,80,102,4:26.714,"33,7",5:04:49.126,15:06:45.905,58,173,27,,HL-85304,0,,F
1417,46,Xander Niezing 46,36,102,3:46.786,"39,7",5:04:55.570,15:06:52.349,40,124,28,,CV-94540,0,,M
1418,35,Maarten Sijbrandij 35,79,102,3:50.561,39,5:05:04.115,15:07:00.894,49,185,26,,FX-12737,0,,M
1419,28,Ymte Sijbrandij 28,99,102,3:26.810,"43,5",5:05:20.445,15:07:17.224,47,147,25,,FL-59825,0,,M
1420,8,Otmar Buchert 8,21,102,6:04.596,"24,7",5:05:23.780,15:07:20.559,52,148,25,,RR-17418,0,,M
1421,12,Nici Walde 12,101,102,3:13.218,"46,6",5:05:40.548,15:07:37.327,46,122,24,,RS-39204,0,,F
1422,40,Alexander Kamminga 40,71,102,4:06.171,"36,6",5:05:40.588,15:07:37.367,48,147,24,,SW-51561,0,,M
1423,16,Harry Lieben 16,27,102,22:26.217,"6,7",5:05:46.834,15:07:43.613,39,126,24,,SP-58826,0,,M
1424,3,Peter Welk 3,30,102,4:16.662,"35,1",5:05:53.377,15:07:50.156,58,141,24,,RG-24042,0,,M
1425,13,Daniel Fenn 13,103,103,3:01.672,"49,5",5:05:57.880,15:07:54.659,46,165,24,,RS-44911,0,,M
1426,30,Bo Gustavsson 30,90,103,3:34.283,42,5:06:02.189,15:07:58.968,59,118,24,,CK-85561,0,,M
1427,14,Kerstin Lechtenberg 14,21,103,6:09.813,"24,3",5:06:02.480,15:07:59.259,63,138,24,,TW-27175,0,,F
1428,31,Peter Haan 31,36,103,3:34.605,"41,9",5:06:26.412,15:08:23.191,29,163,27,,SW-67991,0,,M
1429,15,Alexander Lechtenberg 15,21,103,5:28.779,"27,4",5:06:50.649,15:08:47.428,52,136,26,,FL-68490,0,,M
1430,11,Piet Kaagman 11,41,103,3:23.178,"44,3",5:06:52.575,15:08:49.354,41,171,26,,TT-76200,0,,M
1431,32,Heinz Bentlage 32,20,103,4:00.405,"37,4",5:07:30.539,15:09:27.318,53,168,29,,LS-77829,0,,M
1432,6,Bernhard Böhler 6,81,103,3:09.229,"47,6",5:07:51.818,15:09:48.597,34,217,27,,TH-71610,0,,M
1433,24,Peter Coppens 24,80,103,3:35.127,"41,8",5:08:07.300,15:10:04.079,50,124,28,,FL-79890,0,,M
1434,1,Christian Winkgen 1,88,103,4:08.838,"36,2",5:08:23.215,15:10:19.994,41,161,27,,FR-20127,0,,M
1435,46,Xander Niezing 46,37,103,3:47.762,"39,5",5:08:43.332,15:10:40.111,42,127,26,,CV-94540,0,,M
1436,35,Maarten Sijbrandij 35,80,103,3:40.596,"40,8",5:08:44.711,15:10:41.490,50,184,26,,FX-12737,0,,M
1437,28,Ymte Sijbrandij 28,100,103,3:24.961,"43,9",5:08:45.406,15:10:42.185,48,147,23,,FL-59825,0,,M
1438,12,Nici Walde 12,102,103,3:09.745,"47,4",5:08:50.293,15:10:47.072,50,125,24,,RS-39204,0,,F
1439,25,Ulrich Bentlage 25,31,103,4:12.373,"35,7",5:08:54.469,15:10:51.248,54,153,24,,TS-92224,0,,M
1440,13,Daniel Fenn 13,104,104,2:57.335,"50,8",5:08:55.215,15:10:51.994,45,166,26,,RS-44911,0,,M
1441,21,Vladimir 21,29,104,4:33.261,"32,9",5:09:08.096,15:11:04.875,58,152,26,,TK-75384,0,,M
1442,7,Swannette Tempelman 7,81,104,4:19.103,"34,7",5:09:08.229,15:11:05.008,56,173,26,,HL-85304,0,,F
1443,16,Harry Lieben 16,28,104,3:32.067,"42,4",5:09:18.901,15:11:15.680,54,128,26,,SP-58826,0,,M
1444,30,Bo Gustavsson 30,91,104,3:38.242,"41,2",5:09:40.431,15:11:37.210,56,118,24,,CK-85561,0,,M
1445,40,Alexander Kamminga 40,72,104,4:14.099,"35,4",5:09:54.687,15:11:51.466,52,146,25,,SW-51561,0,,M
1446,31,Peter Haan 31,37,104,3:30.421,"42,8",5:09:56.833,15:11:53.612,32,173,27,,SW-67991,0,,M
1447,11,Piet Kaagman 11,42,104,3:13.203,"46,6",5:10:05.778,15:12:02.557,47,173,25,,TT-76200,0,,M
1448,3,Peter Welk 3,31,104,4:16.893,35,5:10:10.270,15:12:07.049,56,137,25,,RG-24042,0,,M
1449,6,Bernhard Böhler 6,82,104,3:13.728,"46,5",5:11:05.546,15:13:02.325,42,213,24,,TH-71610,0,,M
1450,8,Otmar Buchert 8,22,104,5:56.110,"25,3",5:11:19.890,15:13:16.669,52,155,23,,RR-17418,0,,M
1451,32,Heinz Bentlage 32,21,104,3:53.369,"38,6",5:11:23.908,15:13:20.687,56,165,24,,LS-77829,0,,M
1452,24,Peter Coppens 24,81,104,3:35.741,"41,7",5:11:43.041,15:13:39.820,50,125,24,,FL-79890,0,,M
1453,12,Nici Walde 12,103,104,3:02.274,"49,4",5:11:52.567,15:13:49.346,54,125,26,,RS-39204,0,,F
1454,13,Daniel Fenn 13,105,105,2:58.399,"50,4",5:11:53.614,15:13:50.393,47,165,26,,RS-44911,0,,M
1455,28,Ymte Sijbrandij 28,101,105,3:24.659,44,5:12:10.065,15:14:06.844,47,147,26,,FL-59825,0,,M
1456,46,Xander Niezing 46,38,105,3:44.680,"40,1",5:12:28.012,15:14:24.791,39,123,25,,CV-94540,0,,M
1457,15,Alexander Lechtenberg 15,22,105,5:43.216,"26,2",5:12:33.865,15:14:30.644,51,139,28,,FL-68490,0,,M
1458,16,Harry Lieben 16,29,105,3:16.830,"45,7",5:12:35.731,15:14:32.510,46,128,28,,SP-58826,0,,M
1459,35,Maarten Sijbrandij 35,81,105,3:55.482,"38,2",5:12:40.193,15:14:36.972,49,183,31,,FX-12737,0,,M
1460,14,Kerstin Lechtenberg 14,22,105,6:59.199,"21,5",5:13:01.679,15:14:58.458,60,136,26,,TW-27175,0,,F
1461,25,Ulrich Bentlage 25,32,105,4:18.444,"34,8",5:13:12.913,15:15:09.692,58,155,24,,TS-92224,0,,M
1462,30,Bo Gustavsson 30,92,105,3:35.532,"41,8",5:13:15.963,15:15:12.742,58,119,24,,CK-85561,0,,M
1463,31,Peter Haan 31,38,105,3:25.577,"43,8",5:13:22.410,15:15:19.189,27,168,25,,SW-67991,0,,M
1464,11,Piet Kaagman 11,43,105,3:17.005,"45,7",5:13:22.783,15:15:19.562,45,175,25,,TT-76200,0,,M
1465,7,Swannette Tempelman 7,82,105,4:25.993,"33,8",5:13:34.222,15:15:31.001,58,173,27,,HL-85304,0,,F
1466,21,Vladimir 21,30,105,4:33.113,33,5:13:41.209,15:15:37.988,58,151,27,,TK-75384,0,,M
1467,40,Alexander Kamminga 40,73,105,4:19.903,"34,6",5:14:14.590,15:16:11.369,52,143,29,,SW-51561,0,,M
1468,6,Bernhard Böhler 6,83,105,3:16.577,"45,8",5:14:22.123,15:16:18.902,39,201,28,,TH-71610,0,,M
1469,3,Peter Welk 3,32,105,4:16.051,"35,1",5:14:26.321,15:16:23.100,55,139,26,,RG-24042,0,,M
1470,12,Nici Walde 12,104,105,3:00.251,"49,9",5:14:52.818,15:16:49.597,46,122,31,,RS-39204,0,,F
1471,13,Daniel Fenn 13,106,106,2:59.674,"50,1",5:14:53.288,15:16:50.067,43,164,31,,RS-44911,0,,M
1472,24,Peter Coppens 24,82,106,3:34.809,"41,9",5:15:17.850,15:17:14.629,44,125,35,,FL-79890,0,,M
1473,32,Heinz Bentlage 32,22,106,3:55.837,"38,2",5:15:19.745,15:17:16.524,54,166,34,,LS-77829,0,,M
1474,28,Ymte Sijbrandij 28,102,106,3:25.456,"43,8",5:15:35.521,15:17:32.300,44,146,36,,FL-59825,0,,M
1475,16,Harry Lieben 16,30,106,3:10.573,"47,2",5:15:46.304,15:17:43.083,41,127,36,,SP-58826,0,,M
1476,46,Xander Niezing 46,39,106,3:44.595,"40,1",5:16:12.607,15:18:09.386,35,124,39,,CV-94540,0,,M
1477,11,Piet Kaagman 11,44,106,3:06.727,"48,2",5:16:29.510,15:18:26.289,41,172,37,,TT-76200,0,,M
1478,35,Maarten Sijbrandij 35,82,106,4:01.333,"37,3",5:16:41.526,15:18:38.305,50,182,37,,FX-12737,0,,M
1479,31,Peter Haan 31,39,106,3:20.520,"44,9",5:16:42.930,15:18:39.709,27,164,37,,SW-67991,0,,M
1480,30,Bo Gustavsson 30,93,106,3:34.383,42,5:16:50.346,15:18:47.125,58,117,37,,CK-85561,0,,M
1481,8,Otmar Buchert 8,23,106,6:14.423,24,5:17:34.313,15:19:31.092,53,155,50,,RR-17418,0,,M
1482,6,Bernhard Böhler 6,84,106,3:14.600,"46,2",5:17:36.723,15:19:33.502,34,189,43,,TH-71610,0,,M
1483,25,Ulrich Bentlage 25,33,106,4:26.561,"33,8",5:17:39.474,15:19:36.253,58,155,43,,TS-92224,0,,M
1484,13,Daniel Fenn 13,107,107,3:02.219,"49,4",5:17:55.507,15:19:52.286,42,164,41,,RS-44911,0,,M
1485,12,Nici Walde 12,105,107,3:05.103,"48,6",5:17:57.921,15:19:54.700,52,126,35,,RS-39204,0,,F
1486,7,Swannette Tempelman 7,83,107,4:28.145,"33,6",5:18:02.367,15:19:59.146,57,172,28,,HL-85304,0,,F
1487,21,Vladimir 21,31,107,4:37.477,"32,4",5:18:18.686,15:20:15.465,57,151,41,,TK-75384,0,,M
1488,15,Alexander Lechtenberg 15,23,107,5:48.097,"25,9",5:18:21.962,15:20:18.741,53,135,37,,FL-68490,0,,M
1489,40,Alexander Kamminga 40,74,107,4:14.587,"35,4",5:18:29.177,15:20:25.956,48,145,36,,SW-51561,0,,M
1490,24,Peter Coppens 24,83,107,3:34.071,42,5:18:51.921,15:20:48.700,50,125,30,,FL-79890,0,,M
1491,16,Harry Lieben 16,31,107,3:10.421,"47,3",5:18:56.725,15:20:53.504,47,126,31,,SP-58826,0,,M
1492,28,Ymte Sijbrandij 28,103,107,3:24.196,"44,1",5:18:59.717,15:20:56.496,46,147,31,,FL-59825,0,,M
1493,14,Kerstin Lechtenberg 14,23,107,6:14.242,24,5:19:15.921,15:21:12.700,59,138,39,,TW-27175,0,,F
1494,32,Heinz Bentlage 32,23,107,4:03.780,"36,9",5:19:23.525,15:21:20.304,52,164,37,,LS-77829,0,,M
1495,11,Piet Kaagman 11,45,107,3:09.365,"47,5",5:19:38.875,15:21:35.654,34,173,32,,TT-76200,0,,M
1496,46,Xander Niezing 46,40,107,3:43.727,"40,2",5:19:56.334,15:21:53.113,38,125,39,,CV-94540,0,,M
1497,31,Peter Haan 31,40,107,3:27.128,"43,5",5:20:10.058,15:22:06.837,25,160,31,,SW-67991,0,,M
1498,30,Bo Gustavsson 30,94,107,3:32.182,"42,4",5:20:22.528,15:22:19.307,49,118,39,,CK-85561,0,,M
1499,35,Maarten Sijbrandij 35,83,107,4:01.130,"37,3",5:20:42.656,15:22:39.435,49,184,46,,FX-12737,0,,M
1500,13,Daniel Fenn 13,108,108,2:51.750,"52,4",5:20:47.257,15:22:44.036,44,163,48,,RS-44911,0,,M
1501,6,Bernhard Böhler 6,85,108,3:13.299,"46,6",5:20:50.022,15:22:46.801,36,215,48,,TH-71610,0,,M
1502,41,Hanno Habighorst 41,94,108,17:05.588,"8,8",5:20:50.562,15:22:47.341,47,100,48,,FL-67553,0,,M
1503,12,Nici Walde 12,106,108,3:07.628,48,5:21:05.549,15:23:02.328,49,123,36,,RS-39204,0,,F
1504,1,Christian Winkgen 1,89,108,13:14.233,"11,3",5:21:37.448,15:23:34.227,80,179,50,,FR-20127,0,,M
1505,3,Peter Welk 3,33,108,7:35.434,"19,8",5:22:01.755,15:23:58.534,58,151,36,,RG-24042,0,,M
1506,16,Harry Lieben 16,32,108,3:11.193,"47,1",5:22:07.918,15:24:04.697,37,124,52,,SP-58826,0,,M
